"","full_text","Handle","text"
"3669","“Fight climate change” means “make the elites richer” and “unify humanity” means “kill a lot of people.” 

Am I right or am I right? https://t.co/bA5LdzVCAR","rubin"," Fight climate change  means  make the elites richer  and  unify humanity  means  kill a lot of people   

Am I right or am I right  "
"3670","Off to DC for a round of interviews, meetings and shows. Our live show will be at a special time, 3 pm est this afternoon.

Then joining @Timcast in studio tonight.

Get notified of everything going on by signing up for free at https://t.co/gs1j9aPe0E https://t.co/7MdKQ6gbYv","rubin","Off to DC for a round of interviews  meetings and shows  Our live show will be at a special time  3 pm est this afternoon 

Then joining  Timcast in studio tonight 

Get notified of everything going on by signing up for free at "
"3671","@paulkrugman Florida has the second oldest population in the nation. And the vaccines don’t work as promised. You are a hack partisan buffoon on this issue, like everything else.

LOL at “anti-tax propaganda” though.","rubin"," paulkrugman Florida has the second oldest population in the nation  And the vaccines don t work as promised  You are a hack partisan buffoon on this issue  like everything else 

LOL at  anti tax propaganda  though "
"3672","@ComicDaveSmith Bingo.","rubin"," ComicDaveSmith Bingo "
"3673","RT @larryelder: Marine Staff Sergeant Randolph Elder, Montford Point Marine, WWII stationed in Guam, First Black Marines, Posthumous Recipi…","rubin","RT  larryelder  Marine Staff Sergeant Randolph Elder  Montford Point Marine  WWII stationed in Guam  First Black Marines  Posthumous Recipi "
"3674","Fetterman is writing his speeches now… https://t.co/Fvv96b78e9","rubin","Fetterman is writing his speeches now  "
"3675","Florida attitude about to take over DC? 

🐊🇺🇸🐊🇺🇸 https://t.co/jLnQw8m7nq","rubin","Florida attitude about to take over DC  

 "
"3676","Whoopi has left Twitter. We shall try to go on… https://t.co/bYGjOFF6DO","rubin","Whoopi has left Twitter  We shall try to go on  "
"3677","@NikkiFried @TheJusticeDept You’re a fun gal and you should keep it up!","rubin"," NikkiFried  TheJusticeDept You re a fun gal and you should keep it up "
"3678","RT @johncardillo: Registered voters in AZ: 4.1 million

Registered voters in FL. 14.4 million

FL has 3 1/2 times the voter universe of AZ…","rubin","RT  johncardillo  Registered voters in AZ  4 1 million

Registered voters in FL  14 4 million

FL has 3 1 2 times the voter universe of AZ "
"3679","Finally sat down with my friend @AwakenWithJP to talk politics, freedom, and launching his new stand up special exclusively on @OnLocals.

@rumblevideo
https://t.co/ynGDFyXAog
 
YouTube
https://t.co/xMMBagfOtQ
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/IONax05yuG","rubin","Finally sat down with my friend  AwakenWithJP to talk politics  freedom  and launching his new stand up special exclusively on  OnLocals 

 rumblevideo
"
"3680","RT @GovRonDeSantis: Happy Veterans Day! Our veterans have made countless sacrifices to protect our freedoms. 

In Florida, we are working h…","rubin","RT  GovRonDeSantis  Happy Veterans Day  Our veterans have made countless sacrifices to protect our freedoms  

In Florida  we are working h "
"3681","@robsmithonline @DanaPerino @BillHemmer Ha well it’s not my truck! 🤪","rubin"," robsmithonline  DanaPerino  BillHemmer Ha well it s not my truck  "
"3682","Joining @DanaPerino and @BillHemmer  on Fox in about 10 minutes to talk about the Free State of Florida.

My director has the day off so doing the hit from the mobile truck in my driveway… https://t.co/d15bWAklpg","rubin","Joining  DanaPerino and  BillHemmer  on Fox in about 10 minutes to talk about the Free State of Florida 

My director has the day off so doing the hit from the mobile truck in my driveway  "
"3683","@davereaboi What an absolute loser that guy is.","rubin"," davereaboi What an absolute loser that guy is "
"3684","@TheRickWilson You are truly the king grifter. They should make a special emoji.","rubin"," TheRickWilson You are truly the king grifter  They should make a special emoji "
"3685","RT @josh_hammer: As Republicans lick their wounds from Tuesday's disappointments, there is one state and one transformational leader whose…","rubin","RT  josh hammer  As Republicans lick their wounds from Tuesday s disappointments  there is one state and one transformational leader whose "
"3686","@TheQuartering @JeremyDBoreing @elonmusk If you have hundreds of thousands or millions of followers the mentions tab is useless without some filters. Perhaps just one for people you follow. Then you select when you want to see different things. Find a better enemy.","rubin"," TheQuartering  JeremyDBoreing  elonmusk If you have hundreds of thousands or millions of followers the mentions tab is useless without some filters  Perhaps just one for people you follow  Then you select when you want to see different things  Find a better enemy "
"3687","@fallinlovia Seems fair.","rubin"," fallinlovia Seems fair "
"3688","@Mdixon55 Ah, you’re. Go ahead and write a piece about my grammar!","rubin"," Mdixon55 Ah  you re  Go ahead and write a piece about my grammar "
"3689","@Mdixon55 Ouch not even one like this time! Guessing your single and have been laid maybe twice. Click like for once, retweet if twice…","rubin"," Mdixon55 Ouch not even one like this time  Guessing your single and have been laid maybe twice  Click like for once  retweet if twice "
"3690","@thevivafrei Welcome to Florida brother!","rubin"," thevivafrei Welcome to Florida brother "
"3691","RT @GovRonDeSantis: After #TropicalStormNicole, keep your family safe by avoiding downed power lines, keeping portable generators 20 feet o…","rubin","RT  GovRonDeSantis  After  TropicalStormNicole  keep your family safe by avoiding downed power lines  keeping portable generators 20 feet o "
"3692","I’ll gladly pay for your moving truck, @ananavarro. Lemme know…

🐊🇺🇸🐊🇺🇸🐊🇺🇸 https://t.co/R2h0jjAS97","rubin","I ll gladly pay for your moving truck   ananavarro  Lemme know 

 "
"3693","And DeSantis didn’t bully Disney he fought back against a giant corporation that had special tax exemptions and benefits.","rubin","And DeSantis didn t bully Disney he fought back against a giant corporation that had special tax exemptions and benefits "
"3694","🤡 level stupidity by @jaredpolis. Florida is booming economically, educationally and culturally. 

Has he been to Denver lately? Homeless encampments everywhere. https://t.co/NaqBH2SUWx","rubin"," level stupidity by  jaredpolis  Florida is booming economically  educationally and culturally  

Has he been to Denver lately  Homeless encampments everywhere  "
"3695","Live now! https://t.co/MRFdGcD3FB","rubin","Live now  "
"3696","Live at a special time today, 1:30 pm eastern. 

Post election wrap up. Many people in this country aren’t that bright. Can we help them?!

Live in 15:

@rumblevideo
https://t.co/ikudmhiDxw
 
YouTube:
https://t.co/4WLxA46hhn
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/LDdukIvmbV","rubin","Live at a special time today  1 30 pm eastern  

Post election wrap up  Many people in this country aren t that bright  Can we help them  

Live in 15 

 rumblevideo
"
"3697","@TheLaurenChen 🙏🙏🙏","rubin"," TheLaurenChen "
"3698","🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡 https://t.co/osSjCzM4TK","rubin"," "
"3699","@JeremyDBoreing Just need a filter on the verified tab. @elonmusk","rubin"," JeremyDBoreing Just need a filter on the verified tab   elonmusk"
"3700","@ClayTravis @mcuban @bariweiss @elonmusk Ha yes. Just needs some sort of filter. Maybe of verified you follow at the very least…","rubin"," ClayTravis  mcuban  bariweiss  elonmusk Ha yes  Just needs some sort of filter  Maybe of verified you follow at the very least "
"3701","@ScottAdamsSays @mcuban @elonmusk Exactly. See my last tweet. People want everything immediately but you gotta test some stuff like a start up. It’s why @onlocals worked. We kept testing things in my community before rolling them out to everyone. (And some never got rolled out.)","rubin"," ScottAdamsSays  mcuban  elonmusk Exactly  See my last tweet  People want everything immediately but you gotta test some stuff like a start up  It s why  onlocals worked  We kept testing things in my community before rolling them out to everyone   And some never got rolled out  "
"3702","I think the verified tab could still be cleaned up somehow, or have some filters (like people you follow), but clearly this is going in the right direction… @elonmusk","rubin","I think the verified tab could still be cleaned up somehow  or have some filters  like people you follow   but clearly this is going in the right direction   elonmusk"
"3703","It’s brilliant what @elonmusk did with the blue checks. One of the biggest problems on Twitter (which translated to real world problems) was all the verified “journalists” who got verified  through corporate overlords. Now the playing field is even, the thing they hate most!","rubin","It s brilliant what  elonmusk did with the blue checks  One of the biggest problems on Twitter  which translated to real world problems  was all the verified  journalists  who got verified  through corporate overlords  Now the playing field is even  the thing they hate most "
"3704","The televised mental institution of MSNBC is floating John Fetterman as a presidential candidate.

The clown emoji doesn’t quite do this justice but it’s all I got….

🤡🤡🤡🤡🤡🤪🤡🤡🤡

 https://t.co/LQOW4mNl3u","rubin","The televised mental institution of MSNBC is floating John Fetterman as a presidential candidate 

The clown emoji doesn t quite do this justice but it s all I got  



 "
"3705","@JaclynGlenn Haven’t seen a tweet of yours in probably a year?!","rubin"," JaclynGlenn Haven t seen a tweet of yours in probably a year  "
"3706","Good morning from the now even freer state of Florida. 😎🐊🇺🇸

I’m en route to do the @patrickbetdavid podcast so our live show will be at 2 pm today instead of 11 am. 

May present the controversial idea I got from Bugs Bunny… https://t.co/5IkR8Ja0nw","rubin","Good morning from the now even freer state of Florida  

I m en route to do the  patrickbetdavid podcast so our live show will be at 2 pm today instead of 11 am  

May present the controversial idea I got from Bugs Bunny  "
"3707","He did an incredible job and fought the good fight. Now he should move to Florida and take a job in the @GovRonDeSantis administration… https://t.co/ENDPBgTs5Z","rubin","He did an incredible job and fought the good fight  Now he should move to Florida and take a job in the  GovRonDeSantis administration  "
"3708","Live with @Liz_Wheeler from @teamrondesantis HQ last night as the record breaking results came in.

(They got even more recording breaking as the night unfolded.) https://t.co/kLvz6vjtXT","rubin","Live with  Liz Wheeler from  teamrondesantis HQ last night as the record breaking results came in 

 They got even more recording breaking as the night unfolded   "
"3709","This is an irrelevant point and totally tone deaf. I like the guy, but c’mon… https://t.co/Jkgxy1xzhc","rubin","This is an irrelevant point and totally tone deaf  I like the guy  but c mon  "
"3710","Was a joy voting in FL. Pleasant volunteers. Showed ID. Printed ballot filled out by hand. Personally put it in box as someone watched.

In LA to vote you shout your candidates name out of a car to a homeless person who then whispers it to a meth dealer who writes in Newsom. https://t.co/QZrUd8E4yz","rubin","Was a joy voting in FL  Pleasant volunteers  Showed ID  Printed ballot filled out by hand  Personally put it in box as someone watched 

In LA to vote you shout your candidates name out of a car to a homeless person who then whispers it to a meth dealer who writes in Newsom  "
